UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
WA0aXzmw-GQ-00103-00035460-00035735 いわゆる飛び地の路線なんですね
WA0aXzmw-GQ-00104-00035736-00035987 ここを含めて話をしてもらう。
WA0aXzmw-GQ-00105-00035988-00036281 5,170円としてなるのが
WA0aXzmw-GQ-00106-00036282-00036533 3,080円で減債値も
WA0aXzmw-GQ-00107-00036534-00036917 6月までは、越後ときめき鉄道の日本海必須依頼の
WA0aXzmw-GQ-00108-00036918-00037277 途中の戸間木駅で愛の壁富山鉄道さんに乗り換えました。
WA0aXzmw-GQ-00109-00037278-00037546 帰って大須まで来て 糸魚川から大須まで
WA0aXzmw-GQ-00110-00037547-00037793 1220円
WA0aXzmw-GQ-00111-00037794-00037961 と計算ができないのでちゃんと 計算
WA0aXzmw-GQ-00112-00037962-00038195 長話になります
WA0aXzmw-GQ-00113-00038196-00038405 福生さんからの了解は得ていない
WA0aXzmw-GQ-00114-00038406-00038711 なので早速ご視聴の中見てもらいたいと思います
WA0aXzmw-GQ-00116-00038862-00039137 それではだいぶ恒例となってきましたので
WA0aXzmw-GQ-00117-00039138-00039359 のお部屋紹介を始めていきたい と思います
WA0aXzmw-GQ-00118-00039360-00039623 まず最初に見えたのはこれですね
WA0aXzmw-GQ-00119-00039624-00039895 ハンガーですハンガーの数が1
WA0aXzmw-GQ-00120-00039896-00040240 3本そしてここにはブラシがついています
WA0aXzmw-GQ-00121-00040241-00040552 ちょっとずらしますとここに
WA0aXzmw-GQ-00122-00040553-00040811 以上だと思いますが、
WA0aXzmw-GQ-00123-00040812-00041074 下の方に僕が使うことのある
WA0aXzmw-GQ-00124-00041075-00041255 はないんですけれども、靴ベラがあり
WA0aXzmw-GQ-00126-00041310-00041609 これが室内用の使い捨てのスリー
WA0aXzmw-GQ-00127-00041610-00041915 わかりましたそしてなぜかこんな
WA0aXzmw-GQ-00128-00041916-00042190 ところに珍しい青竹文明
WA0aXzmw-GQ-00129-00042191-00042490 マッサージがありました
WA0aXzmw-GQ-00130-00042491-00042761 そして本当にゆったりとした広さがあります
WA0aXzmw-GQ-00131-00042762-00043157 これは嬉しい限りこれが作りにあちらにポッ
WA0aXzmw-GQ-00133-00043362-00043649 お願いということで部屋の設定運動を決定に
WA0aXzmw-GQ-00134-00043650-00043889 ぜひご協力くださいとあります
WA0aXzmw-GQ-00135-00043890-00044146 車内にある鏡はこれだけのようですね
WA0aXzmw-GQ-00136-00044147-00044405 とりあえずこのサイズのパターンを
WA0aXzmw-GQ-00137-00044406-00044645 があれば機会にはしょうがない かな
WA0aXzmw-GQ-00138-00044646-00044987 ここにWi-Fiに関する案内
WA0aXzmw-GQ-00139-00044988-00045262 がありますね
WA0aXzmw-GQ-00140-00045263-00045490 がここにありますそしてリモコン が
WA0aXzmw-GQ-00142-00045600-00045880 テレビの下にテレビがついています。
WA0aXzmw-GQ-00143-00045881-00046139 冷蔵庫がついています
WA0aXzmw-GQ-00144-00046140-00046439 中古の隣に扉がついてまして
WA0aXzmw-GQ-00145-00046440-00046715 ここにコップと緑茶のティーバッグと
WA0aXzmw-GQ-00146-00046716-00047143 一番下の方にドライヤーが入ってます
WA0aXzmw-GQ-00147-00047144-00047411 ちょっとびっくりするんですけど
WA0aXzmw-GQ-00148-00047412-00047687 ついてしまうぐらい大きなカーテンがついて
WA0aXzmw-GQ-00149-00047688-00047939 ます いいなぁして向けます
WA0aXzmw-GQ-00151-00048012-00048371 もう一つ椅子がついています
WA0aXzmw-GQ-00152-00048372-00048677 こんな感じですね
WA0aXzmw-GQ-00153-00048678-00048923 元の方はこんな感じになってまして
WA0aXzmw-GQ-00154-00048924-00049235 枕が2つあるのかな枕が2つで上から
WA0aXzmw-GQ-00155-00049236-00049540 ここにはルームライトとアラームを設定
WA0aXzmw-GQ-00156-00049541-00049865 するボタンが3つとナイトランプ
WA0aXzmw-GQ-00157-00049866-00050051 アンプは多分これのことだと思 うん
WA0aXzmw-GQ-00158-00050052-00050339 この無端がここについています
WA0aXzmw-GQ-00159-00050340-00050621 といいの 連絡をする際の電話機は
WA0aXzmw-GQ-00160-00050622-00050740 ありますね
WA0aXzmw-GQ-00161-00050741-00050980 使うことはないと思います
WA0aXzmw-GQ-00162-00050981-00051214 あらかじめ決定をされたんでしょうか
WA0aXzmw-GQ-00163-00051215-00051304 でしょうか
WA0aXzmw-GQ-00164-00051305-00051466 設定されてます
WA0aXzmw-GQ-00165-00051467-00051646 いけはなさそうですね
WA0aXzmw-GQ-00166-00051647-00051892 ご視聴ありがとうございました
WA0aXzmw-GQ-00167-00051894-00052204 これでエアコンがつきました
WA0aXzmw-GQ-00169-00052302-00052613 それでは一通り室内の方が見てまいりました
WA0aXzmw-GQ-00170-00052614-00052823 ユニットバスだと思うんですけど
WA0aXzmw-GQ-00171-00052824-00053176 によって
WA0aXzmw-GQ-00172-00053177-00053411 つけました では早速でUnitBusの
WA0aXzmw-GQ-00173-00053412-00053680 いっていこうと思います
WA0aXzmw-GQ-00174-00053682-00053932 こんな感じですね
WA0aXzmw-GQ-00175-00053933-00054197 左側タオルとバスタオルが用意されています
WA0aXzmw-GQ-00176-00054198-00054269 ます
WA0aXzmw-GQ-00177-00054270-00054629 この方にトイレットペーパーが2つですね
WA0aXzmw-GQ-00178-00054629-00054826 奥の方に行ってみます
WA0aXzmw-GQ-00179-00054827-00055300 これはボディタオル これがエアーブラシ
WA0aXzmw-GQ-00180-00055301-00055703 中身が見えにくいですが、ヒゲ剃りです。
WA0aXzmw-GQ-00181-00055704-00055847 話もあります
WA0aXzmw-GQ-00182-00055848-00056038 私のことを考えて持ち歩いているので
WA0aXzmw-GQ-00183-00056039-00056273 今回も出番そうですね
WA0aXzmw-GQ-00184-00056274-00056507 これは何でしょうか?
WA0aXzmw-GQ-00185-00056508-00056735 のコップですね 割りをするためのコップが
WA0aXzmw-GQ-00186-00056736-00057094 ここにあります
WA0aXzmw-GQ-00187-00057095-00057269 でも割と大きいですね
WA0aXzmw-GQ-00188-00057270-00057538 目があってだいぶ見やすいです
WA0aXzmw-GQ-00189-00057539-00057773 とバスの天然ライダーなんですけど
WA0aXzmw-GQ-00190-00057774-00057965 的な説明だと思います
WA0aXzmw-GQ-00191-00057966-00058199 お湯の温度を設定するという機能で
WA0aXzmw-GQ-00192-00058200-00058421 マニュアルで調節するような仕組み
WA0aXzmw-GQ-00193-00058422-00058654 ていると思います
WA0aXzmw-GQ-00194-00058655-00058876 いいソープとシャンプーとフォンディーション
WA0aXzmw-GQ-00195-00058877-00059063 あります
WA0aXzmw-GQ-00198-00059255-00059525 問題はないと思います
WA0aXzmw-GQ-00199-00059526-00059830 シャワーヘッドは一気ですシャワーヘッドのお湯と水
WA0aXzmw-GQ-00200-00059832-00060065 ここから出すということで当たり前だと
WA0aXzmw-GQ-00201-00060066-00060287 こちらもおそらく温度調整のために
WA0aXzmw-GQ-00202-00060288-00060515 実はマニュアルでそういうような形になっている
WA0aXzmw-GQ-00203-00060516-00060869 思われます で湯船のヘリング足拭きタオルが
WA0aXzmw-GQ-00204-00060870-00061079 カーテンレールですね
WA0aXzmw-GQ-00205-00061079-00061366 短縮系のパテントがかかっています
WA0aXzmw-GQ-00206-00061367-00061619 が飛ばないようにイブニのちょっと 下の
WA0aXzmw-GQ-00207-00061620-00061859 ところまで十分な長さは確保して あるようです
WA0aXzmw-GQ-00209-00062004-00062261 一発の室内はこんな感じになっています。
WA0aXzmw-GQ-00210-00062262-00062861 ご視聴ありがとうございました
WA0aXzmw-GQ-00211-00062862-00063257 最後に急な選択肢が発生したというのが
WA0aXzmw-GQ-00212-00063258-00063575 で、読解を見てまうと思う
WA0aXzmw-GQ-00213-00063576-00063838 いいでしょうか 新たちは6番にあるという
WA0aXzmw-GQ-00215-00064262-00064625 ここは検託室ですね。今度は使うことはないんですか?
WA0aXzmw-GQ-00216-00064626-00064829 接したいと思うので
WA0aXzmw-GQ-00218-00064979-00065237 こんな感じになってます
WA0aXzmw-GQ-00219-00065238-00065479 はないです。あちらに3があったら、過去は1、2
WA0aXzmw-GQ-00220-00065479-00065867 5つありまして、ここには選択の個数
WA0aXzmw-GQ-00221-00065868-00066100 ものがあります名前がすんなり出てこなく
WA0aXzmw-GQ-00222-00066101-00066311 こちらを見ますと、テンカッキーが
WA0aXzmw-GQ-00223-00066312-00066569 2台用意してあります先ほどちらっと
WA0aXzmw-GQ-00224-00066570-00066844 こちらのほうに記載があったかもしれませんが
WA0aXzmw-GQ-00225-00066845-00067061 次の利用できる時間には制限があります
WA0aXzmw-GQ-00227-00067122-00067367 午前10時から夜の10時まで
WA0aXzmw-GQ-00228-00067368-00067606 2時間それ以外のメーカーが利用できる
WA0aXzmw-GQ-00229-00067607-00067799 です
WA0aXzmw-GQ-00230-00067800-00068032 常識といえば常識なんですけども
WA0aXzmw-GQ-00231-00068033-00068297 室内ではご遠慮ください
WA0aXzmw-GQ-00232-00068298-00068494 この30分以上の放置範囲にはしている
WA0aXzmw-GQ-00233-00068495-00068776 最中中は必ずドアを閉めてください
WA0aXzmw-GQ-00234-00068777-00069047 学技をする場合はその辺りを
WA0aXzmw-GQ-00235-00069048-00069215 付けた方がいいのかもしれない
WA0aXzmw-GQ-00236-00069216-00070219 現在も
WA0aXzmw-GQ-00237-00070220-00070588 というわけで、セントキシクのご紹介でした。
WA0aXzmw-GQ-00238-00070589-00070769 してください
WA0aXzmw-GQ-00239-00070770-00071075 それでは気づかないでスカイホテルを
WA0aXzmw-GQ-00240-00071076-00071381 まずはファミックスさんのお部屋の中と選択肢を
WA0aXzmw-GQ-00241-00071382-00071747 ありました話が達にしますがウォースマーゲットを中長
WA0aXzmw-GQ-00242-00071748-00072041 時間の移動で汗もかけましたし、疲れも出て
WA0aXzmw-GQ-00243-00072042-00072281 まずはお風呂でしっかり出すような
WA0aXzmw-GQ-00244-00072282-00072563 マシでご飯食べて明日も元気に旅行して
WA0aXzmw-GQ-00245-00072564-00073217 の歴史を伝えたいと思います
WA0aXzmw-GQ-00246-00073218-00073475 室内着に着替えまして
WA0aXzmw-GQ-00248-00073542-00073894 準備が整いました
WA0aXzmw-GQ-00250-00073950-00074219 ようなあっという間の1日でした
WA0aXzmw-GQ-00252-00074394-00074656 いろんな経験を私はなされる
WA0aXzmw-GQ-00253-00074657-00074956 それらを含めて明日の糧になると思います
WA0aXzmw-GQ-00254-00074957-00075335 思ってます 国も国も明日に備えて
WA0aXzmw-GQ-00255-00075336-00075676 それでは今日も一日お疲れ様でした
WA0aXzmw-GQ-00256-00075677-00076655 パガンでした。おやすみなさい。
WA0aXzmw-GQ-00257-00076656-00076781 おはようございます
WA0aXzmw-GQ-00258-00076782-00077075 5万日次約2日目の朝を迎えました
WA0aXzmw-GQ-00259-00077076-00077326 ちょっと不毛が多いんですけど
WA0aXzmw-GQ-00260-00077327-00077561 また元気に旅をしていいよ
WA0aXzmw-GQ-00261-00077562-00078379 たくさんといていいなと思います
WA0aXzmw-GQ-00263-00078612-00078844 どうぞアネッツさんでどうぞ
WA0aXzmw-GQ-00264-00078845-00079169 また新しい旅をする準備が行いました
WA0aXzmw-GQ-00265-00079170-00079361 お気合で、スロイレー、シンジカ
WA0aXzmw-GQ-00266-00079362-00079594 もできましたのでまたいい絵を撮って
WA0aXzmw-GQ-00267-00079595-00079781 職さん、それために頑張りたいと思います。
WA0aXzmw-GQ-00268-00079782-00080093 そんなわけでして今回の予報動画はここまでです
WA0aXzmw-GQ-00269-00080094-00080321 ぜひコメント・高評価・チャンネル登録
WA0aXzmw-GQ-00270-00080322-00080626 お願いします
WA0aXzmw-GQ-00271-00080627-00080759 していますけれども
WA0aXzmw-GQ-00272-00080760-00081112 このシナリオをご覧いただきありがとうございます
WA0aXzmw-GQ-00273-00081113-00081359 ゆるめ旅をしたいと思いますので、ぜひお待ちください。
WA0aXzmw-GQ-00275-00081545-00081731 それでは、今井もご視聴ありがとうございました。
WA0aXzmw-GQ-00276-00081732-00081950 ありがとうございました
WF75J7w_6wu-00000-00000598-00000878 JPOS teamですけども
WF75J7w_6wu-00001-00000880-00001136 このProteome Databaseというものを
WF75J7w_6wu-00002-00001137-00001476 2015年の4月から開発を始めて
WF75J7w_6wu-00003-00001477-00001682 おります
WF75J7w_6wu-00004-00001682-00001892 JPOSTですけども
WF75J7w_6wu-00005-00001893-00002216 分けて3つの部分に分かれていて
WF75J7w_6wu-00006-00002217-00002423 リポジトリ部分、それから
WF75J7w_6wu-00007-00002424-00002630 アナリシス再解析の部分と
WF75J7w_6wu-00008-00002631-00002792 データを収めているデータ
WF75J7w_6wu-00009-00002793-00003032 ということになります
WF75J7w_6wu-00010-00003033-00003467 データを統一的に集めて
WF75J7w_6wu-00011-00003468-00003761 それを共有するということを使命としておきたいと思います
WF75J7w_6wu-00013-00003938-00004150 まずはこのリポジトリの部分で
WF75J7w_6wu-00014-00004151-00004495 これ2016年の6月から
WF75J7w_6wu-00015-00004496-00004810 統計を取って引いているんですけども
WF75J7w_6wu-00016-00004811-00005086 見ていただいて分かるんですが最初の頃は
WF75J7w_6wu-00017-00005087-00005335 1年100プロジェクトぐらい
WF75J7w_6wu-00018-00005336-00005596 集まればいいなと思ったんですが
WF75J7w_6wu-00019-00005597-00005908 だんだんこの角度が徐々に徐々に
WF75J7w_6wu-00020-00005909-00006087 高くなってきて
WF75J7w_6wu-00021-00006088-00006478 えっとそのコロナが始まったあたりからさらに
WF75J7w_6wu-00022-00006479-00006712 加速しておりまして
WF75J7w_6wu-00023-00006713-00007123 世界で見ると
WF75J7w_6wu-00024-00007123-00007524 コロナに入ると少しこのデポジトが
WF75J7w_6wu-00025-00007525-00007666 言ってるんですけども
WF75J7w_6wu-00026-00007667-00008005 なぜかこのアジアオセアニア領域の
WF75J7w_6wu-00027-00008006-00008295 プロテムデータのデポジットはむしろ
WF75J7w_6wu-00028-00008296-00008466 即しておりまして
WF75J7w_6wu-00029-00008467-00008720 多分皆さん出張に行かなくなって
WF75J7w_6wu-00030-00008721-00009011 にあのとどまってあの腰を据えて論文を書く
WF75J7w_6wu-00031-00009012-00009209 始めてどんどんデポジトリしていく
WF75J7w_6wu-00032-00009210-00009546 ないかというのでまぁ日本人はあの
WF75J7w_6wu-00033-00009547-00009720 なんていうかこう 雑用がやっぱり多すぎる
WF75J7w_6wu-00034-00009721-00009981 っていうことじゃないかななんて思って
WF75J7w_6wu-00035-00009982-00010269 ます であの線プロジェクトをついて
WF75J7w_6wu-00036-00010270-00010506 これ8月の時点ですけど
WF75J7w_6wu-00037-00010507-00010737 もう現在今1100ぐらいで
WF75J7w_6wu-00038-00010738-00010995 まだこの角度は上がってきていると思います
WF75J7w_6wu-00039-00010996-00011228 が現状です
WF75J7w_6wu-00041-00011331-00011624 もちろん日本が一番大きい丸になって
WF75J7w_6wu-00042-00011625-00011877 ますけども まあ あの当初の
WF75J7w_6wu-00043-00011878-00012135 目論見通りアジアオセアネ地区から
WF75J7w_6wu-00044-00012136-00012420 たくさん集まっていますそれから北米も
WF75J7w_6wu-00045-00012421-00012723 それからヨーロッパも実は結構ちゃんと集まって
WF75J7w_6wu-00046-00012724-00013035 きていてユーザーは順調に
WF75J7w_6wu-00048-00013261-00013561 ということです
WF75J7w_6wu-00049-00013562-00013914 これ2020年の時と2021年の時
WF75J7w_6wu-00050-00013915-00014097 比較してるんですけども
WF75J7w_6wu-00051-00014098-00014388 ちょっと特徴的なのが
WF75J7w_6wu-00052-00014390-00014688 その他 もろもろといったデータを
WF75J7w_6wu-00053-00014690-00014838 感じだったんですけども
WF75J7w_6wu-00054-00014840-00015208 この1人で急激に
WF75J7w_6wu-00055-00015209-00015394 数が増えております
WF75J7w_6wu-00056-00015394-00015596 何かなと思って、バクテリアの数
WF75J7w_6wu-00057-00015597-00015779 多分増えてるんじゃないかなと思います
WF75J7w_6wu-00058-00015780-00015913 思いますけども
WF75J7w_6wu-00059-00015915-00016169 こういう特徴が出てきていると
WF75J7w_6wu-00061-00016263-00016487 特徴1としてはフレッシュ
WF75J7w_6wu-00062-00016488-00016655 勝手にどんどん溜まっていく
WF75J7w_6wu-00063-00016656-00016835 我々努力するわけじゃなくて勝手に
WF75J7w_6wu-00064-00016836-00017054 ユーザーが入れてくれてるのでマジで
WF75J7w_6wu-00065-00017055-00017394 ありがたいわけです
WF75J7w_6wu-00066-00017395-00017640 その再解析をするっていうのが一つとか
WF75J7w_6wu-00067-00017641-00017943 どういうことかというと
WF75J7w_6wu-00068-00017944-00018213 そのプロテウムのデータは
WF75J7w_6wu-00069-00018214-00018546 そのデータの種類の
WF75J7w_6wu-00071-00018622-00019005 特性によってどんどんどんどん積み上げていくと
WF75J7w_6wu-00072-00019006-00019211 ヒットだけが直線的に積み上がって
WF75J7w_6wu-00073-00019212-00019456 しまう。なのでエラーのコントロールと
WF75J7w_6wu-00074-00019457-00019651 というのが非常に重要であると
WF75J7w_6wu-00075-00019652-00020077 すでにわかっています。なので
WF75J7w_6wu-00077-00020294-00020512 これをコントロールしながら再開していく
WF75J7w_6wu-00078-00020513-00020776 するっていうのが一つ特徴です
WF75J7w_6wu-00079-00020777-00021025 もう詳しくは述べないんですけども
WF75J7w_6wu-00080-00021026-00021328 そのユニスコアというスコアを我々で開発して
WF75J7w_6wu-00081-00021329-00021641 この一つの統一スケールの上で
WF75J7w_6wu-00082-00021642-00021800 えーと
WF75J7w_6wu-00083-00021801-00022042 再解析をすることによって
WF75J7w_6wu-00084-00022043-00022270 をコントロールするというのを特徴に
WF75J7w_6wu-00085-00022271-00022561 しています
WF75J7w_6wu-00086-00022562-00022772 プロテインプロジェクトというのが
WF75J7w_6wu-00087-00022773-00022964 あたりから走ってるんですけども
WF75J7w_6wu-00088-00022965-00023177 それを構成するある一つのデータセットを
WF75J7w_6wu-00090-00023271-00023495 元々のデータセットが
WF75J7w_6wu-00091-00023496-00023750 7800ぐらいタンパクが含まれてたんだけど
WF75J7w_6wu-00092-00023751-00023987 けどもそのこのユニスコアでやると
WF75J7w_6wu-00095-00024387-00024642 ことになっております
WF75J7w_6wu-00096-00024643-00024936 特徴2としては再解析によりデータの解析が可能になります。
WF75J7w_6wu-00097-00024937-00025247 統一化が実現されるということです
WF75J7w_6wu-00098-00025248-00025524 3つ目のこのデータベースのところで
WF75J7w_6wu-00099-00025525-00025790 こうやって再解析をすることができます
WF75J7w_6wu-00100-00025791-00026112 によって我々グローブと呼んでます
WF75J7w_6wu-00101-00026113-00026393 全てのデータを集積した
WF75J7w_6wu-00102-00026394-00026644 その中から
WF75J7w_6wu-00103-00026645-00026977 欲しいデータを自分でカスタマイズして
WF75J7w_6wu-00104-00026977-00027313 抜き出してきて、欲しい形でビジュアライフ
WF75J7w_6wu-00105-00027314-00027580 して欲しい解析をするということが
WF75J7w_6wu-00106-00027581-00027835 できるようになるというのを目標にしています
WF75J7w_6wu-00107-00027836-00027937 おまけです
WF75J7w_6wu-00108-00027938-00028255 リポジトリとデータベースを2本の
WF75J7w_6wu-00109-00028256-00028570 柱にしてそれをつなぐ再解析があると
WF75J7w_6wu-00110-00028570-00029048 ことになっています
WF75J7w_6wu-00111-00029049-00029201 どんな感じかというと
WF75J7w_6wu-00112-00029202-00029417 自分で検索して選ぶんですけど
WF75J7w_6wu-00113-00029418-00029755 例えばIPSと比べる相手として
WF75J7w_6wu-00114-00029756-00030081 元になっているファイブログラスを選び
WF75J7w_6wu-00115-00030082-00030339 解析を始めるとその2つの
WF75J7w_6wu-00116-00030339-00030705 データセットの中での定量的な解析をして
WF75J7w_6wu-00118-00030775-00030942 differenceっていうので
WF75J7w_6wu-00119-00030943-00031214 ボルケーのプロットを書き
WF75J7w_6wu-00120-00031216-00031502 自分で上下することができるので
WF75J7w_6wu-00121-00031504-00031875 P1をどこに設定するか、それから
WF75J7w_6wu-00122-00031876-00031964 えっと
WF75J7w_6wu-00123-00031966-00032200 レースをどこで設定するかっていうのも買って
WF75J7w_6wu-00124-00032201-00032452 に書いて 例えば このピンクの右上の領域
WF75J7w_6wu-00125-00032452-00032670 入っているタンパクが下の表でやっぱり
WF75J7w_6wu-00126-00032672-00032940 ピンクになってます
WF75J7w_6wu-00127-00032941-00033205 このピンクのものこれが一つ一つ
WF75J7w_6wu-00128-00033206-00033376 タンパク質がここに乗っかっているわけです
WF75J7w_6wu-00130-00033490-00033740 でこれについて例えば結構のパスウェイの
WF75J7w_6wu-00131-00033741-00034161 このエンディングチェックメント解析をすると言うと
WF75J7w_6wu-00132-00034162-00034438 これ今リアルタイムで返す
WF75J7w_6wu-00133-00034439-00034621 この時間でこのぐらいの解析だと
WF75J7w_6wu-00135-00034775-00034996 結局のパスウェイが
WF75J7w_6wu-00137-00035147-00035440 出てきて数値化して表すと
WF75J7w_6wu-00138-00035441-00035761 ある一つのものを今
WF75J7w_6wu-00139-00035762-00036007 ブーブー
WF75J7w_6wu-00140-00036008-00036223 それをパスウェイ上に貼り付ける
WF75J7w_6wu-00141-00036224-00036437 とこんな感じで出てくるということ
WF75J7w_6wu-00142-00036438-00036860 もう一つは
WF75J7w_6wu-00143-00036861-00037145 プライスソームを選んでますか違いますね
WF75J7w_6wu-00144-00037146-00037403 ライボソームバイオジェネシスでした
WF75J7w_6wu-00145-00037404-00037709 という感じで
WF75J7w_6wu-00146-00037710-00037958 こういう解析ができるようになる
WF75J7w_6wu-00147-00037959-00038341 ということでやります
WF75J7w_6wu-00148-00038342-00038596 いろんなデータベースとの連携
WF75J7w_6wu-00149-00038597-00038854 進んでいて今日多分最後にあの話されて
WF75J7w_6wu-00150-00038855-00039034 チップアトラストの連携なんかもやってる
WF75J7w_6wu-00151-00039035-00039232 ですがちょっと時間の関係でその近く
WF75J7w_6wu-00152-00039233-00039457 後からその話は今日はしないんですが
WF75J7w_6wu-00153-00039458-00039733 Uniplotの連携も既にできているので
WF75J7w_6wu-00154-00039734-00039901 これユニットットの画面ですけども
WF75J7w_6wu-00155-00039902-00040228 ここにJPOSTっていうのが
WF75J7w_6wu-00156-00040229-00040518 あるかと思います この辺にありますね
WF75J7w_6wu-00157-00040519-00040786 このJPOSTのところを
WF75J7w_6wu-00158-00040787-00041035 クリックするとJPOSTの画面が出てきます
WF75J7w_6wu-00161-00041405-00041605 まだ語りにありますけれどもこれは我々
WF75J7w_6wu-00162-00041606-00041869 開発したこのプロテインブラウザーの中で
WF75J7w_6wu-00163-00041870-00042085 ポストの中身どういうペピストがどのぐらい
WF75J7w_6wu-00164-00042086-00042304 の頻度で入っているかというのが図示され
WF75J7w_6wu-00165-00042305-00042525 ついていて その後 ペピッチとシェアリー
WF75J7w_6wu-00166-00042526-00042729 っていうのが下の方にありますが
WF75J7w_6wu-00167-00042730-00042936 ISOフォームごとにこういうふうに
WF75J7w_6wu-00168-00042937-00043150 他の無事もできるように
WF75J7w_6wu-00169-00043151-00043491 なっております
WF75J7w_6wu-00170-00043492-00043707 カスタムdbの作成ツールと可視化
WF75J7w_6wu-00171-00043708-00044031 ツールを提供をしているということで
WF75J7w_6wu-00172-00044032-00044249 やってます
WF75J7w_6wu-00174-00044358-00044537 これトップページなんですけども
WF75J7w_6wu-00175-00044538-00044735 PayPostのトップページで
WF75J7w_6wu-00176-00044736-00045008 左上にリポジトリがあって
WF75J7w_6wu-00177-00045009-00045305 その右横にデータベースがあります
WF75J7w_6wu-00178-00045306-00045509 ワークフローのところから再解析
WF75J7w_6wu-00179-00045510-00045764 ワークフォーム書いてあってさまざまなツールで
WF75J7w_6wu-00180-00045765-00046081 についてこのガセットの中に入っています
WF75J7w_6wu-00181-00046082-00046360 先ほどPDBJの
WF75J7w_6wu-00182-00046361-00046582 紹介でもありますけど
WF75J7w_6wu-00183-00046583-00046813 ITについてちょっとカスタマイズの
WF75J7w_6wu-00184-00046814-00046996 ものを作りまして
WF75J7w_6wu-00185-00046997-00047257 再解析等をやっておりますので
WF75J7w_6wu-00186-00047258-00047482 紹介を今日はさせていただきたいと思います
WF75J7w_6wu-00187-00047483-00047647 このCOVID-19のところ
WF75J7w_6wu-00188-00047648-00048007 パチッと呼びますと
WF75J7w_6wu-00189-00048008-00048209 解析をしているデータセットが
WF75J7w_6wu-00190-00048210-00048562 例えばこれ上から1,2,3,4,5,6個目の
WF75J7w_6wu-00191-00048563-00048914 PXC08357っていう
WF75J7w_6wu-00192-00048915-00049064 Inhibition of Growth Factor
WF75J7w_6wu-00194-00049233-00049703 選んで再解析をしてみました
WF75J7w_6wu-00195-00049704-00050030 これモノキュラーセルに昨年度発表されて
WF75J7w_6wu-00196-00050031-00050164 されたこの
WF75J7w_6wu-00198-00050444-00050830 ケビン・クランさん等の論文です
WF75J7w_6wu-00199-00050831-00051295 この論文について
WF75J7w_6wu-00200-00051296-00051567 データを我々は再解析を我々の方法です
WF75J7w_6wu-00202-00051864-00052054 紹介させていただきます
WF75J7w_6wu-00203-00052055-00052144 で
WF75J7w_6wu-00204-00052145-00052345 リン酸がプロテオムのデータ
WF75J7w_6wu-00205-00052346-00052526 セットなんですが
WF75J7w_6wu-00206-00052527-00052772 データセットオリジナルの論文では
WF75J7w_6wu-00207-00052773-00053034 16700 です けれど も j post で
WF75J7w_6wu-00208-00053035-00053312 再開式すると27600ということで
WF75J7w_6wu-00209-00053313-00053634 全然違う数のデータ
WF75J7w_6wu-00210-00053635-00053835 ちゃんと出てくるということで
WF75J7w_6wu-00211-00053836-00054129 ペピチド腸を別に直すと
WF75J7w_6wu-00212-00054129-00054378 この論文で報告されているものは
WF75J7w_6wu-00213-00054379-00054823 短めのものにバイアスがかかってまして
WF75J7w_6wu-00214-00054824-00055150 JPOSで再解析すると長いピュアキットの
WF75J7w_6wu-00215-00055151-00055386 ちゃんと到底実はできているということが
WF75J7w_6wu-00216-00055387-00055600 わかりました
WF75J7w_6wu-00217-00055601-00055972 この増えたデータを使って
WF75J7w_6wu-00218-00055973-00056071 あの
WF75J7w_6wu-00219-00056072-00056341 実際にバイオロチカルに新たに
WF75J7w_6wu-00220-00056341-00056528 発見できるものは何かっていうのはまた
WF75J7w_6wu-00221-00056529-00056719 コントとかで報告させていただきます
WF75J7w_6wu-00222-00056720-00056830 ますけども
WF75J7w_6wu-00223-00056832-00057053 一つ特徴的なのが
WF75J7w_6wu-00224-00057054-00057343 このSARS-CoV-2のタンパク
WF75J7w_6wu-00225-00057344-00057787 上のリン酸化の部位なんですけども
WF75J7w_6wu-00226-00057788-00058114 これ ORF3Aっていうタンパクの
WF75J7w_6wu-00227-00058115-00058501 ここにリン酸化があるんですが
WF75J7w_6wu-00228-00058502-00058732 このオリジナル結果
WF75J7w_6wu-00229-00058733-00059014 ポストのみ用結果共通という色
WF75J7w_6wu-00230-00059015-00059389 分けしてあるんですがこの3つは
WF75J7w_6wu-00231-00059390-00059749 デポストのみで見つかっている
WF75J7w_6wu-00232-00059750-00059938 あの手ポスでも落ちてるのも
WF75J7w_6wu-00233-00059939-00060119 発見されている
WF75J7w_6wu-00234-00060120-00060388 ということでさらにこちらの方は
WF75J7w_6wu-00235-00060389-00060648 もっと複雑で
WF75J7w_6wu-00236-00060649-00060830 これ1
WF75J7w_6wu-00237-00060832-00061041 アミノ酸違いの場所に
WF75J7w_6wu-00238-00061041-00061307 オリジナルのもののみ
WF75J7w_6wu-00239-00061308-00061572 ポストのみオリジナルのもののみ
WF75J7w_6wu-00240-00061573-00061749 並んでいまして
WF75J7w_6wu-00241-00061750-00062030 このペプチドが味噌なんですけど
WF75J7w_6wu-00242-00062032-00062271 この素両認のところにリン酸が入っていると
WF75J7w_6wu-00243-00062272-00062451 のが付いてるはずだっていうの が
WF75J7w_6wu-00244-00062452-00062704 結果でJPOSで再解析を
WF75J7w_6wu-00245-00062704-00062931 いやそっちじゃなくてこっちだ
WF75J7w_6wu-00246-00062932-00063069 受けたと思います
