-4ff7nskf1y-00000-00000027-00000399 トンプソンハウス来ました
z5P7Zb9_C3g-00408-00182347-00182504 邪魔をするな!
z5P7Zb9_C3g-00410-00182819-00183196 もう少しで少々の心を一つに
z5P7Zb9_C3g-00411-00183197-00183472 結構わかってます
z5P7Zb9_C3g-00414-00184089-00184409 己の素人がなぜと思うのだろう
z5P7Zb9_C3g-00415-00184410-00184831 何へ私の動向を探らせだ
z5P7Zb9_C3g-00416-00184832-00185037 やましいことがあるぅ
z5P7Zb9_C3g-00417-00185038-00185266 また死ぬを添えど
z5P7Zb9_C3g-00419-00185529-00185925 所にをのぜ室がわかるとんだ
z5P7Zb9_C3g-00421-00186146-00186475 メッセ
z5P7Zb9_C3g-00425-00187800-00188263 芝居は曹操を許せなかった
z5P7Zb9_C3g-00426-00188264-00188497 他人の目を気にするあまり
z5P7Zb9_C3g-00427-00188498-00189112 己の道を信じず、目的を見失ったトングを。
z5P7Zb9_C3g-00428-00189113-00189823 大将軍曹操が滅び、 紀の執権は芝居がにじった。
z5P7Zb9_C3g-00429-00189824-00190136 曹操の遠赤である加工派は
z5P7Zb9_C3g-00430-00190137-00190633 身の危険を感じ、頭を割く。
z5P7Zb9_C3g-00431-00190634-00191020 その動きを知った芝居は下校派の居上
z5P7Zb9_C3g-00434-00191869-00192132 下降波の行き先は遅くて
z5P7Zb9_C3g-00436-00192986-00193236 追わなくてよいのですか?
z5P7Zb9_C3g-00438-00194348-00194719 加古一族の功績は記憶に新しい
z5P7Zb9_C3g-00439-00194720-00195150 切れば無用なラグを招くだけよ
z5P7Zb9_C3g-00440-00195151-00195932 生き残るために親父の家庭に身を寄せるか
z5P7Zb9_C3g-00441-00195933-00197184 自由な奴だ
z5P7Zb9_C3g-00442-00197185-00197457 即に亡命した加古波は
z5P7Zb9_C3g-00443-00197458-00197966 将軍としての地位を得る
z5P7Zb9_C3g-00444-00197967-00198425 曹操の初段から続いた一連の返事は、
z5P7Zb9_C3g-00445-00198426-00198627 の心を揺さぶった
z5P7Zb9_C3g-00447-00198748-00199179 中央の実験を逃げたシバイン不穏な動き
z5P7Zb9_C3g-00448-00199180-00199497 気配は感じていた
z5P7Zb9_C3g-00449-00199498-00200262 だが彼にはその動きを封じる暇はなかった
z5P7Zb9_C3g-00450-00200263-00200674 諸葛亮の志を継ぐ食の脅威が
z5P7Zb9_C3g-00451-00200675-00201134 遺伝子再開したのでは
z5P7Zb9_C3g-00452-00201135-00201415 白いわ調子しません
z5P7Zb9_C3g-00453-00201416-00201849 自身しましょう脅威に当たらせた
z5P7Zb9_C3g-00454-00201850-00202221 職軍が鎮を張る急登山を見ながら
z5P7Zb9_C3g-00455-00202222-00202623 里井息子たちは思案する
z5P7Zb9_C3g-00456-00202624-00203068 何故、スパイが出身しないのか?
z5P7Zb9_C3g-00457-00203069-00203729 何故我らを添えて送り込んだのか
z5P7Zb9_C3g-00458-00203730-00204074 偉大なる質にして、次第の地上から出される。
z5P7Zb9_C3g-00460-00204299-00204745 二人の息子はこの戦で答えを知ることが
z5P7Zb9_C3g-00468-00208506-00208900 加藤栄将軍は食に打たれたというのに
z5P7Zb9_C3g-00469-00208901-00209329 ご子息である加古波殿がその職人亡命と
z5P7Zb9_C3g-00474-00210659-00210861 この間見ちゃいましたよ
z5P7Zb9_C3g-00475-00210862-00211217 柴尚殿が大元気殿の部屋に
z5P7Zb9_C3g-00477-00211510-00212310 ふんけい、こしぬけとばり、ぞうごんのあらし
z5P7Zb9_C3g-00478-00212311-00212776 国内の権力を得たと思ったら逆だっしょ
z5P7Zb9_C3g-00479-00212777-00213202 権力など父上はいつでも手に入れるそうすれば
z5P7Zb9_C3g-00480-00213203-00213456 銃を撃ってまで急いだ理由
z5P7Zb9_C3g-00481-00213457-00213584 それは
z5P7Zb9_C3g-00482-00213585-00213953 職の信仰に備える以外にあるわいそれだ
z5P7Zb9_C3g-00483-00213954-00214148 血色は警戒すべき。
z5P7Zb9_C3g-00484-00214149-00214238 そのとおりか。
z5P7Zb9_C3g-00486-00214355-00214517 この戦
z5P7Zb9_C3g-00487-00214519-00214964 気を抜かぬことだ。悠長にしている暇はない。
z5P7Zb9_C3g-00491-00215910-00216121 全体に歴部隊も確認
z5P7Zb9_C3g-00492-00216123-00216752 あの帰ったらね、おとり様。
z5P7Zb9_C3g-00495-00217052-00217816 バトルドレジェクセス戦意を完全に拡敵!本弁を起死!
z5P7Zb9_C3g-00496-00217817-00218369 私は雪の先に住まいましょう
z5P7Zb9_C3g-00534-00233314-00233590 私を制した
z5P7Zb9_C3g-00546-00241203-00242059 はい
z5P7Zb9_C3g-00565-00248535-00248792 よほい
z5P7Zb9_C3g-00568-00249209-00249356 ぜひ
z5P7Zb9_C3g-00572-00250453-00250594 エアパンツこの血は
z5P7Zb9_C3g-00597-00260648-00261371 お前はどうして悪いんだよあなたは己の悔いってやりとっくに 白紙に書いておくんだよ
z5P7Zb9_C3g-00598-00261373-00261751 バカってくれっては言っちゃうよはーい
z5P7Zb9_C3g-00599-00261752-00262576 この趣味よりマスターってな!
z5P7Zb9_C3g-00623-00273019-00273219 おやつ
z5P7Zb9_C3g-00632-00278171-00280075 バナスにて何を言うのか?何を言うのか?
z5P7Zb9_C3g-00635-00281274-00281464 お待ちしていました
z5P7Zb9_C3g-00636-00281465-00281695 私とこの兵器がお相手を務めます
z5P7Zb9_C3g-00643-00283597-00284014 若きい
z5P7Zb9_C3g-00644-00284015-00284522 一応ごとく、決心ピューリングするのだ!
z5P7Zb9_C3g-00647-00285282-00285876 このごみにあだこせを言う
z5P7Zb9_C3g-00648-00285877-00286336 ここ分、何か見つかれているな。
z5P7Zb9_C3g-00650-00286454-00286844 共同作戦は完璧
z5P7Zb9_C3g-00652-00287022-00287742 さすがの手並みでやってる
z5P7Zb9_C3g-00660-00290431-00290850 ウェルナはバカに 耐えてうれしいよ
z5P7Zb9_C3g-00667-00293949-00294489 このまま負けではない
z5P7Zb9_C3g-00698-00303075-00303557 かその…おむりを…おい!どうらぎ…
z5P7Zb9_C3g-00700-00303756-00304098 バトルのみやったー
z5P7Zb9_C3g-00705-00304896-00305380 敵に抜かれはまず
z5P7Zb9_C3g-00706-00305381-00305550 私は
z5P7Zb9_C3g-00707-00305551-00305838 私は上層に誓った
z5P7Zb9_C3g-00710-00306456-00307087 まあまあ、いいじゃない、いいから
z5P7Zb9_C3g-00711-00307088-00307227 見たか
z5P7Zb9_C3g-00712-00307228-00307584 あの執念
z5P7Zb9_C3g-00713-00307585-00307957 父上も随分な課題をよこしたもの
z5P7Zb9_C3g-00715-00308207-00308703 うぐう退店ってやつか
z5P7Zb9_C3g-00716-00308704-00309947 めんどくせぇ
z5P7Zb9_C3g-00717-00309948-00310526 次代の春英たちによる対決はしばしが制した。
z5P7Zb9_C3g-00718-00310527-00311130 だが、柴一族に心休まる時はなかった。
z5P7Zb9_C3g-00719-00311131-00311559 国を揺るがす陰謀が、密かに拡散されていた。
z5P7Zb9_C3g-00721-00311789-00312349 次戦 双方の敗
z5P7Zb9_C3g-00722-00312350-00312721 それは、背後戦略に当たっていた王陵と、
z5P7Zb9_C3g-00723-00312722-00313250 恐るべき計り事
z5P7Zb9_C3g-00724-00313251-00313658 妖帝を廃し、連長の帝を立て、
z5P7Zb9_C3g-00725-00313659-00314091 しばしの力をそごうとしたのである
z5P7Zb9_C3g-00726-00314092-00314473 芝居の決断は早かった
z5P7Zb9_C3g-00727-00314474-00314797 彼は素早く兵を整えると
z5P7Zb9_C3g-00728-00314798-00315261 自身による王陵の討伐に乗り出す
z5P7Zb9_C3g-00729-00315262-00315750 信仰を繰り返す職と違い。後は近年、間乗り。
z5P7Zb9_C3g-00730-00315751-00316152 に徹し力を蓄えている
z5P7Zb9_C3g-00731-00316153-00316560 こしたんたんと木に進行する木をうかがった
z5P7Zb9_C3g-00733-00316760-00317134 そんな子に好きを見せるグロ 芝居は知って
z5P7Zb9_C3g-00734-00317135-00317531 いたのである
z5P7Zb9_C3g-00735-00317532-00317639 もはや
z5P7Zb9_C3g-00736-00317640-00318132 芝居に適する妻はこの世にいない
z5P7Zb9_C3g-00737-00318133-00318538 だが彼は己の信念に従い
z5P7Zb9_C3g-00738-00318539-00319662 武者の壮烈に向かう
z5P7Zb9_C3g-00741-00320231-00320556 お前は賢く、反力もある。
z5P7Zb9_C3g-00742-00320557-00321010 ショーの相談役は退屈ではないか少なくとも
z5P7Zb9_C3g-00743-00321011-00321326 退屈はいたしません
z5P7Zb9_C3g-00744-00321327-00321505 ご存知の通り
z5P7Zb9_C3g-00745-00321506-00321932 あのような方ですから
z5P7Zb9_C3g-00746-00321933-00322127 そうだな
z5P7Zb9_C3g-00747-00322128-00322783 良い関係のようで何より
z5P7Zb9_C3g-00750-00323809-00324198 大元気殿、志摩省殿の教育係にとは
z5P7Zb9_C3g-00751-00324199-00324579 言葉を連ねるだけでは、志馬賞をどのにとどめ…
z5P7Zb9_C3g-00753-00324875-00325224 父上が権力を握ったこと
z5P7Zb9_C3g-00754-00325225-00325548 法領はどうやら許せなかったようです
z5P7Zb9_C3g-00756-00325714-00326043 己の方が権力者に相応しいとでも思う?
z5P7Zb9_C3g-00759-00326292-00326581 己の器の破壊にどんどん苦労
z5P7Zb9_C3g-00761-00327115-00327253 少し。
z5P7Zb9_C3g-00762-00327254-00327681 お顔の色が優れないご様子。
z5P7Zb9_C3g-00764-00327830-00328872 さしてがましいことを申しました。
z5P7Zb9_C3g-00765-00328873-00329250 適正は防備の構えを見せています。
z5P7Zb9_C3g-00766-00329251-00329477 ごと結んだのであろう
z5P7Zb9_C3g-00768-00329625-00330072 なぜ義に堅入れするのです父上なの
z5P7Zb9_C3g-00769-00330073-00330411 さらなる大量を別段機のために動いている
z5P7Zb9_C3g-00770-00330412-00330598 枠ではない
z5P7Zb9_C3g-00771-00330599-00330754 私はパナ
z5P7Zb9_C3g-00772-00330755-00331123 気に食わない。己が器以上の権力を欲する僕は、
z5P7Zb9_C3g-00774-00331223-00331403 やりほしい
z5P7Zb9_C3g-00775-00331404-00331556 くだらぬ戦だ
z5P7Zb9_C3g-00776-00331557-00331810 すぐに終わらせる!
z5P7Zb9_C3g-00778-00332219-00332349 この先
z5P7Zb9_C3g-00779-00332350-00333689 正規分先頭のリンジン。正規分
z5P7Zb9_C3g-00780-00333690-00334161 勤めて逃げろスモーカー
z5P7Zb9_C3g-00783-00335548-00335823 おーい、はいかがでしたか?
z5P7Zb9_C3g-00785-00336122-00336305 暴行が泳ぎそむいくと
z5P7Zb9_C3g-00791-00337540-00337795 お謝り申し訳ないです
z5P7Zb9_C3g-00794-00339179-00339501 イセシエのために、どうこうをとらんせ。
z5P7Zb9_C3g-00799-00340142-00340389 合法にせずよ
z5P7Zb9_C3g-00800-00340390-00341230 どういうお尋ねだれ?あ、お前はメイリだ。平気に休なんせよな。
z5P7Zb9_C3g-00801-00341231-00341365 私の一生を生きよう
z5P7Zb9_C3g-00826-00355659-00355954 敵にインジョンが現れました
z5P7Zb9_C3g-00827-00355955-00356094 はい
z5P7Zb9_C3g-00828-00356095-00356597 オーディオがボトムを信じているのか?予想より早かった。
z5P7Zb9_C3g-00829-00356598-00357183 恥に叩いておくか
z5P7Zb9_C3g-00832-00358957-00359243 お前は何をしているのか知らないで!
z5P7Zb9_C3g-00836-00360492-00360635 無理だね、ツナ
z5P7Zb9_C3g-00837-00360636-00361079 将兵はの式の高めにしよう
z5P7Zb9_C3g-00839-00363739-00364215 食べちまいのもとにおかず。あごまめ。
z5P7Zb9_C3g-00840-00364216-00364618 タム市長
z5P7Zb9_C3g-00850-00368656-00369055 今年以来
z5P7Zb9_C3g-00852-00369295-00369791 おまけにおまい
z5P7Zb9_C3g-00857-00370862-00371291 ご視聴ありがとうございました
z5P7Zb9_C3g-00863-00372691-00373031 シナモンの王子は私とご歴に喜びだ
z5P7Zb9_C3g-00865-00373331-00373577 の組 どうも
z5P7Zb9_C3g-00866-00373578-00373798 本気じゃないことだ
z5P7Zb9_C3g-00871-00374703-00374850 ありがとうございました
z5P7Zb9_C3g-00872-00374851-00375146 だから逃げにくいさ
z5P7Zb9_C3g-00873-00375147-00375389 次はどんどんどんどん
z5P7Zb9_C3g-00874-00375390-00375546 にしよりよ
z5P7Zb9_C3g-00875-00375547-00376798 ご視聴ありがとうございました
z5P7Zb9_C3g-00879-00377986-00378263 その最中に休んでいるのといらねえ
z5P7Zb9_C3g-00881-00378473-00378796 手本として私のマイミッション
z5P7Zb9_C3g-00893-00387571-00387971 以上で終わりたいと思います
z5P7Zb9_C3g-00903-00389665-00390150 もう死刑のところまでにしていけば
z5P7Zb9_C3g-00907-00391930-00392100 数量は滅び
z5P7Zb9_C3g-00908-00392101-00392448 この軍程も知りどいた
z5P7Zb9_C3g-00909-00392449-00392895 芝居の力は一層強まり義は彼の思うが
z5P7Zb9_C3g-00910-00392896-00393150 ままとなった
z5P7Zb9_C3g-00911-00393151-00393318 その矢先
z5P7Zb9_C3g-00912-00393319-00393726 芝居は突然病に倒れる
z5P7Zb9_C3g-00913-00393727-00394260 彼は数年前から体の不調を隠し戦い続けた
z5P7Zb9_C3g-00914-00394261-00394500 いたのである
z5P7Zb9_C3g-00915-00394501-00394656 敵味方
z5P7Zb9_C3g-00916-00394657-00395132 そして家族さえも騙し通していく
z5P7Zb9_C3g-00917-00395133-00395294 それはまさに
z5P7Zb9_C3g-00918-00395295-00395804 機内の地上に相応しき最後であった
z5P7Zb9_C3g-00920-00396264-00396484 思えばここ数年
z5P7Zb9_C3g-00921-00396485-00396884 出陣するのは国内の戦ばかり
z5P7Zb9_C3g-00922-00396885-00397022 しかも
z5P7Zb9_C3g-00923-00397023-00397438 父上らしからの請求さで事を進めていた
z5P7Zb9_C3g-00924-00397439-00397729 よくも騙してくれたものだ
z5P7Zb9_C3g-00928-00399156-00399583 おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん、おばあちゃん
z5P7Zb9_C3g-00929-00399584-00399773 シロ
z5P7Zb9_C3g-00930-00399774-00399958 私の権力を引き継ぐ
z5P7Zb9_C3g-00932-00400131-00400527 以後はお前の好きに使え
z5P7Zb9_C3g-00933-00400528-00400864 証人とは無責任です
z5P7Zb9_C3g-00935-00400999-00401335 ほくりんはおどっている
z5P7Zb9_C3g-00936-00401336-00401670 我が息子ならばな
z5P7Zb9_C3g-00937-00401671-00402411 否定をしません
z5P7Zb9_C3g-00938-00402412-00402774 私以上に今の義を収められる者はいない。
z5P7Zb9_C3g-00940-00403345-00403730 せいぜい道を誤ることだ
z5P7Zb9_C3g-00946-00404885-00405551 機雷の地上、芝居は没した。
z5P7Zb9_C3g-00947-00405552-00405944 李の前見は彼の長子である柴信
z5P7Zb9_C3g-00948-00405945-00406195 引き継がれた
z5P7Zb9_C3g-00949-00406196-00406639 柴井一族による万弱の支配体制は国内に
z5P7Zb9_C3g-00950-00406640-00406945 安定をもたらす
z5P7Zb9_C3g-00951-00406946-00407407 長年揺れ続けていた木という大木は静寂を
z5P7Zb9_C3g-00952-00407408-00407877 取り戻しつつは
z5P7Zb9_C3g-00954-00408004-00408507 南の巨木は大きく揺れ動いていた
z5P7Zb9_C3g-00955-00408508-00408627 5では
z5P7Zb9_C3g-00956-00408628-00408891 三国定律最後の優
z5P7Zb9_C3g-00957-00408892-00409203 尊敬な両仏
z5P7Zb9_C3g-00958-00409204-00409620 社職のシン・リクソンもすでに多解しており
z5P7Zb9_C3g-00959-00409621-00410166 国内に不安が広がっていた
z5P7Zb9_C3g-00960-00410167-00410459 気は至れり
z5P7Zb9_C3g-00961-00410460-00410897 しばしは孫権の跡継ぎが幼いことを知ると
z5P7Zb9_C3g-00962-00410897-00411249 聖語の弁を発する
z5P7Zb9_C3g-00963-00411250-00411675 総大将は彼の弟柴将
z5P7Zb9_C3g-00964-00411676-00412137 その脇を諸葛藩らが固めた
z5P7Zb9_C3g-00965-00412138-00412541 義軍は、御の都建業を目指す途上、
z5P7Zb9_C3g-00966-00412542-00413132 東高の地で五軍と対峙する
z5P7Zb9_C3g-00967-00413133-00413618 国内がそして天下が注目する白い泣き跡
z5P7Zb9_C3g-00969-00413854-00414118 木之正諸葛藤の意気は
z5P7Zb9_C3g-00970-00414118-00415596 天をもつかんばかりであった
z5P7Zb9_C3g-00972-00416660-00416893 この戦で登校だい
z5P7Zb9_C3g-00974-00417027-00417147 北部西雲
z5P7Zb9_C3g-00976-00417314-00418212 我らは将軍のため、命を捨てて戦います!
z5P7Zb9_C3g-00978-00418941-00419347 志賀将殿には戦の前の緊張感がまるで
z5P7Zb9_C3g-00980-00419596-00420566 明理な頭を持ちのしばし殿とは大千代や
z5P7Zb9_C3g-00981-00420567-00422563 私が気を引き締めれば
zIJZJUrpR5u-00001-00000270-00000728 どうも私のくれぐれなる日常演舞館ですよね
zIJZJUrpR5u-00002-00000729-00000809 はい
zIJZJUrpR5u-00003-00000810-00001131 この言うわけで本日はチャンネル登録を
zIJZJUrpR5u-00004-00001132-00001575 どうかよろしくお願いします
zIJZJUrpR5u-00006-00001859-00002210 GGEファミ通を食べたいと思います
zIJZJUrpR5u-00007-00002211-00002780 ウェイン今後にチームが入ってものはなぜやはりチームが入っているつきなんですよ
zIJZJUrpR5u-00008-00002781-00003110 この内容はもちろん言うまでもありませんが
zIJZJUrpR5u-00009-00003111-00003549 では、いただきます。
zIJZJUrpR5u-00011-00004367-00005065 お客さんの中も入っていると、一体まだ見つめているやつは嘘つだいやふり
zIJZJUrpR5u-00012-00005066-00005659 やっぱりこのチーズ系統のやつとは違って噛んだ瞬間にチーズの旨味だけが
zIJZJUrpR5u-00013-00005660-00005995 皮も背中に広がってきて美味しかったです
zIJZJUrpR5u-00014-00005996-00006495 とりにくいのともちろんちょっとねっとんとした時があったらいい感じにしのがった
zIJZJUrpR5u-00015-00006497-00006814 食感が良かったですよね
zIJZJUrpR5u-00016-00006815-00007205 それによってチキンの相性はもちろん入馬の間に合わせるのでこれ最初にも言いましたよね
zIJZJUrpR5u-00017-00007206-00007573 こちらの点数とさせていただきご視聴ありがとうございました
zIJZJUrpR5u-00018-00007574-00007798 なってどうし演舞変異
zIJZJUrpR5u-00019-00007800-00008333 そこおよびスマートフォンのアプリの方はクリックをお願いします
zPtCm_o7nXQ-00000-00000000-00000298 キューバはそもそもキューバの特産物
zPtCm_o7nXQ-00001-00000299-00000666 の農園で農園何ができたでしょう
zPtCm_o7nXQ-00003-00000880-00001680 暑いとこ暑いとこ暑いなんかもうきゅうりとかきゅうりとかきゅうがつくの急に引っ張られすぎだもん
zPtCm_o7nXQ-00005-00001855-00002319 急に引っ張られすぎていきなり乗った
zPtCm_o7nXQ-00006-00002320-00002535 プロピュタル?
zPtCm_o7nXQ-00008-00002772-00003086 トロピカルなもの
zPtCm_o7nXQ-00009-00003087-00003331 プロピカルなもの?
zPtCm_o7nXQ-00012-00003620-00004036 すごいとこ行ったね
zPtCm_o7nXQ-00014-00005081-00005476 よろしくお願いしますお願いします
zPtCm_o7nXQ-00015-00005477-00005663 古田和義です
zPtCm_o7nXQ-00016-00005664-00006077 ヒカリちゃんですヒカリですお願いします
zPtCm_o7nXQ-00018-00006240-00006520 卒業生卒業生
zPtCm_o7nXQ-00019-00006520-00006901 はい。どんな仕事をするんですか?
zPtCm_o7nXQ-00020-00006902-00007273 音楽とは全然関係なく
zPtCm_o7nXQ-00021-00007273-00007564 社会に出てみようと
zPtCm_o7nXQ-00022-00007565-00008031 あれなんかその
zPtCm_o7nXQ-00023-00008031-00009610 ずっと音楽音楽してた?そうですそうです。ママが先生なので、ピアノの。で、高校も音校で、そのまま大学音大で、できちゃって、ずっとで、
zPtCm_o7nXQ-00024-00009611-00009917 歌もやってましたピアノも弾いてるでしょ
zPtCm_o7nXQ-00026-00010264-00010554 花嫁修行パーフェクトじゃん
zPtCm_o7nXQ-00027-00010555-00010818 そうなんですよ。さあどうもします。
zPtCm_o7nXQ-00029-00010909-00011328 佐藤申します。料理は?
zPtCm_o7nXQ-00030-00011329-00011585 はちょっとかけてるんですけど
zPtCm_o7nXQ-00031-00011586-00012070 食べる方が好き、料理は。
zPtCm_o7nXQ-00032-00012071-00012339 まああのジャズについて僕もあのやつ
zPtCm_o7nXQ-00034-00012503-00012742 あのジャズで光ちゃん
zPtCm_o7nXQ-00036-00012913-00013312 全然やらなかったっけ?
zPtCm_o7nXQ-00037-00013313-00013690 やってない、やってないです。一応、まずボーカル
zPtCm_o7nXQ-00038-00013691-00013909 撮ってたんですけど撮ってたの?一発僕
zPtCm_o7nXQ-00039-00013910-00014088 なんか俺伴奏したね
zPtCm_o7nXQ-00040-00014090-00014338 そうです 伴奏していただきます
zPtCm_o7nXQ-00041-00014338-00014604 そうだね
zPtCm_o7nXQ-00042-00014605-00014829 ジャズってどんなの?
zPtCm_o7nXQ-00043-00014830-00015299 全然知らないです
zPtCm_o7nXQ-00044-00015300-00015599 じゃあ光ちゃんなんかそのジャズで何か
zPtCm_o7nXQ-00045-00015600-00015769 わからないところをちょっとずつやる
zPtCm_o7nXQ-00046-00015771-00016094 今日は何でしょう
zPtCm_o7nXQ-00047-00016094-00016328 今日はブリュースですか?
zPtCm_o7nXQ-00049-00016490-00016747 フルースって聞いたことあるんだっけ?
zPtCm_o7nXQ-00050-00016748-00016930 聞いたことはあります
zPtCm_o7nXQ-00051-00016931-00017112 あーそっかそっか
zPtCm_o7nXQ-00052-00017113-00017280 そもそもブルースって何かあんまり
zPtCm_o7nXQ-00053-00017281-00017604 全然わかんないです
zPtCm_o7nXQ-00054-00017605-00017787 ブルースとして
zPtCm_o7nXQ-00055-00017788-00018063 ブルースの説明を後輩は
zPtCm_o7nXQ-00057-00018336-00019109 えっブルースリーブかーしっか本当に
zPtCm_o7nXQ-00058-00019110-00020161 あ、本当?もういない。
zPtCm_o7nXQ-00060-00020335-00020577 ブルースリーじゃないわ何でしたっけ
zPtCm_o7nXQ-00062-00020737-00020994 ブルースってそのそのその概念が
zPtCm_o7nXQ-00063-00020995-00021088 わかんない
zPtCm_o7nXQ-00064-00021089-00021391 ジャズの中のカテゴリーとか
zPtCm_o7nXQ-00065-00021392-00021610 ですかブルースって
zPtCm_o7nXQ-00066-00021611-00021862 カテゴリーみたいなものなんだけど
zPtCm_o7nXQ-00067-00021863-00022078 ブルースやろうかって言ったら
zPtCm_o7nXQ-00068-00022079-00022375 すぐ始まるワン、ツー、スリー、ポーって曲ができる
zPtCm_o7nXQ-00070-00022598-00022780 アスリートとか言ってる場合じゃない
zPtCm_o7nXQ-00072-00023123-00023331 えーまあそもそもじゃあブルースのこの
zPtCm_o7nXQ-00073-00023332-00023517 ちょっと歴史から
zPtCm_o7nXQ-00075-00023600-00023842 今覚えてますか1800年代三角棒
zPtCm_o7nXQ-00077-00024058-00024282 なんか教科書載ってましたねそう載ってた
zPtCm_o7nXQ-00078-00024283-00024585 乗ってたの?
zPtCm_o7nXQ-00079-00024586-00024858 そうそうそうそうえーと
zPtCm_o7nXQ-00080-00024859-00025102 もともとはインド航路を
zPtCm_o7nXQ-00081-00025103-00025390 探すためにこっちに行ったわけですよ
zPtCm_o7nXQ-00082-00025391-00025569 そしたらアメリカにぶち当たったわけで
zPtCm_o7nXQ-00083-00025570-00025775 コロンブスは
zPtCm_o7nXQ-00084-00025776-00026064 でこっちはだからこのもさここはアメリカ対
zPtCm_o7nXQ-00085-00026064-00026298 知らずにイントロを
zPtCm_o7nXQ-00086-00026299-00026552 だと思ってたわけ
zPtCm_o7nXQ-00087-00026554-00026760 だからここも現実的なことで意味があるという
zPtCm_o7nXQ-00088-00026761-00026829 でしょ
zPtCm_o7nXQ-00089-00026830-00027199 はいはいはい 聞いたことある
zPtCm_o7nXQ-00090-00027200-00027914 こっち側はでもどうやらここはインドじゃないらしいって気づくわけよこっち東インド会社って言って
zPtCm_o7nXQ-00091-00027916-00028119 うち西インドって言われるわけ
zPtCm_o7nXQ-00092-00028120-00028464 なんかなんか思い出すの
zPtCm_o7nXQ-00094-00028636-00028881 しーうれしいんだ
zPtCm_o7nXQ-00096-00029116-00029262 1800年代ぐらい
zPtCm_o7nXQ-00097-00029263-00029495 プランテーションって覚えてますか?
zPtCm_o7nXQ-00098-00029496-00029690 覚えたまえです。
zPtCm_o7nXQ-00099-00029691-00030089 聞いたこともない
zPtCm_o7nXQ-00101-00030452-00030658 だから植物
zPtCm_o7nXQ-00102-00030658-00030945 大脳上記はい、大脳上記
zPtCm_o7nXQ-00103-00030947-00031398 たくさん労働力がいい
zPtCm_o7nXQ-00104-00031399-00031723 もうそうそう奴隷っていうのはもうないから
zPtCm_o7nXQ-00105-00031724-00032113 どうするかとこうアフリカに行くと黒い
zPtCm_o7nXQ-00106-00032114-00032362 人間らしい動物がいるということです黒人
zPtCm_o7nXQ-00107-00032363-00032586 たくさんトライ
zPtCm_o7nXQ-00108-00032587-00032962 ですよでここ戻ると
zPtCm_o7nXQ-00109-00032963-00033169 ここで黒人を
zPtCm_o7nXQ-00110-00033170-00033401 要は告知を買うのね
zPtCm_o7nXQ-00111-00033402-00033611 ごくじょんたくさん集めているところは
zPtCm_o7nXQ-00114-00033872-00034000 鉄砲とか
zPtCm_o7nXQ-00115-00034001-00034246 ならせ製品とか思っててそれを歌う
zPtCm_o7nXQ-00116-00034247-00034558 国人さんをたくさん買うわけですよ
zPtCm_o7nXQ-00117-00034559-00034732 これ僕持ってって
zPtCm_o7nXQ-00118-00034733-00034990 プランセーションがあるから
zPtCm_o7nXQ-00120-00035131-00035430 栽培して持って帰るわけですよ
zPtCm_o7nXQ-00121-00035431-00035651 これを3回やったら
zPtCm_o7nXQ-00122-00035652-00035936 一生遊んで暮らすお金が手に入ったと
zPtCm_o7nXQ-00125-00036143-00036422 一発ぐっとディニーだからこう
zPtCm_o7nXQ-00126-00036423-00036819 初めてこう船が船じゃん
zPtCm_o7nXQ-00127-00036820-00036953 保険とか
zPtCm_o7nXQ-00128-00036954-00037382 会場火災なんたらかんじょ三井会場火災とか言わん
zPtCm_o7nXQ-00129-00037383-00037748 特許会場と
zPtCm_o7nXQ-00130-00037749-00038051 なんで会場なのに
zPtCm_o7nXQ-00131-00038052-00038213 確かに保険会社
zPtCm_o7nXQ-00132-00038214-00038462 そうそうそう俺も昔そう思ってて
zPtCm_o7nXQ-00134-00038730-00039108 元々船にかけるもの
zPtCm_o7nXQ-00135-00039109-00039511 保険をですかだから船が沈んだ時に
