c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
gMdgcmbtfio-00362-00109202-00109629 本当にダメージがあるマジで政権を持たない
gMdgcmbtfio-00363-00109630-00109895 撮って面白い 出て面白いって完全にいいやん
gMdgcmbtfio-00370-00112160-00112503 マジで吉田さんに
gMdgcmbtfio-00374-00113292-00113566 いってきた
gMdgcmbtfio-00379-00115526-00115753 よろしくお願いします
gMdgcmbtfio-00382-00116335-00116673 その人の力が 本当に力が出始めないうちが 夢をつめていきたいとか
gMdgcmbtfio-00389-00118086-00118489 大きい
gMdgcmbtfio-00393-00119615-00120065 ご視聴ありがとうございました
gMdgcmbtfio-00395-00120353-00120528 など意見や
gMdgcmbtfio-00396-00120529-00120695 ところで俺
gMdgcmbtfio-00405-00123098-00123455 こうまして 今日とか その時に
gMdgcmbtfio-00425-00127882-00128186 いいですね 体強いです
gMdgcmbtfio-00426-00128187-00128373 知ってます
gMdgcmbtfio-00427-00128374-00128576 14分くらい残していると
gMdgcmbtfio-00428-00128577-00128746 じゃあもう分かるでしょ
gMdgcmbtfio-00430-00129184-00129443 やってもらえないでしょ
gMdgcmbtfio-00432-00129551-00129703 全国の定食さんが買うの
gMdgcmbtfio-00433-00129704-00130092 そう願っていると推進
gMdgcmbtfio-00437-00130874-00131437 3の位置で押してます
gMdgcmbtfio-00447-00134886-00135166 コロッとしちゃうねんだけど結構なんて見えますよ
gMdgcmbtfio-00454-00138287-00138549 た場合ベルトで写真
gMdgcmbtfio-00457-00139226-00139499 本当に申し訳ございません
gMdgcmbtfio-00459-00140109-00140428 酒だったらいけると思う
gMdgcmbtfio-00466-00141838-00142544 10分した場合は運動がないです
gMdgcmbtfio-00502-00153988-00154320 3つ目です。
gMdgcmbtfio-00513-00157390-00157649 これで1個ですよね、考えれば
gMdgcmbtfio-00514-00157650-00157874 別にあったら、いろいろ頑張って、
gMdgcmbtfio-00530-00162890-00163165 あ
gMdgcmbtfio-00534-00164651-00164830 ありがとうございました
gMdgcmbtfio-00536-00165084-00165408 ということではい
gMdgcmbtfio-00541-00166469-00166735 僕は元に必要な
gMdgcmbtfio-00542-00166736-00166993 ご覧の様
gMdgcmbtfio-00543-00166994-00167245 クライアンティングはスタッフ さんも
gMdgcmbtfio-00544-00167246-00167607 ファイターに形突っ込む番組みたいな
gMdgcmbtfio-00545-00167608-00167832 普段は普通の番組とかって
gMdgcmbtfio-00550-00168529-00168784 あのね、でも本当に思うんですけど
gMdgcmbtfio-00553-00169238-00170773 今回はこの3種でやったんですけど、 私でこれを続けられるようである。こういった10点の勝負というわけではないんですけれども、他の色んなマナーが出てくるご覧があるので、それを再現できていけば。
gMdgcmbtfio-00554-00170774-00171063 バカ虫シリーズどうなるのかと
gMdgcmbtfio-00555-00171064-00171321 んワンプスマンマンはご飯あります
gMdgcmbtfio-00556-00171322-00171724 じゃあもうジブリの
gMdgcmbtfio-00557-00171725-00171978 あらゆるシーンをパロディした
gMdgcmbtfio-00558-00171979-00172112 動画にしたい
gMdgcmbtfio-00559-00172113-00172386 40秒にしたくしらんところもあれば
gMdgcmbtfio-00561-00172642-00172863 ゲガーってやったりとかも全部やりたい
gMdgcmbtfio-00562-00172864-00173163 次のパスタゲームはCMウェブをやっていきたいです
gMdgcmbtfio-00563-00173164-00173462 それいいか
gMdgcmbtfio-00564-00173463-00173669 あれだよね
gMdgcmbtfio-00568-00174458-00174787 ますがちと
gMdgcmbtfio-00569-00174788-00174985 ちょっとつなげて頑張ってみたいんですよ
gMdgcmbtfio-00570-00174986-00175115 ということで
gMdgcmbtfio-00571-00175116-00175325 よっしゃー
gMdgcmbtfio-00572-00175326-00175589 今回はね、何よりもね、けんちゃんとよさが
gMdgcmbtfio-00574-00175717-00175805 さすが
gMdgcmbtfio-00576-00176138-00176365 僕が振らい台ばっかりに申し訳ございません
gMdgcmbtfio-00577-00176366-00177231 ありがとうございました
gsNHAnDphYg-00001-00000186-00000503 にジャン君の
gsNHAnDphYg-00003-00000696-00000952 食べたりお風呂に入るのジョジのティッキ
gsNHAnDphYg-00004-00000953-00001575 いってまーす
gsNHAnDphYg-00006-00007847-00008164 おはようございます
gsNHAnDphYg-00013-00010236-00010421 でご飯を食べて
gsNHAnDphYg-00014-00010422-00010861 行きまーす
gsNHAnDphYg-00019-00012246-00012437 をしながら
gsNHAnDphYg-00020-00012438-00012695 食べたりお風呂に入るのを
gsNHAnDphYg-00025-00014269-00014561 はい、ただいま入りました。
gsNHAnDphYg-00027-00014766-00015191 お掃除してます
gsNHAnDphYg-00029-00015258-00015575 そうで壊ってなくなった
h-qtvW7ZEwU-00000-00000028-00000618 ご視聴ありがとうございます。ちもちもです。
h-qtvW7ZEwU-00002-00000746-00001545 磁石で実験です。
h-qtvW7ZEwU-00003-00001546-00002559 筋と磁石です。
h-qtvW7ZEwU-00004-00002560-00003102 くっついた
h-qtvW7ZEwU-00006-00003729-00005503 もう一度。
h-qtvW7ZEwU-00007-00005504-00007094 親指を挟んで、ジショット羊がくっつきました。
h-qtvW7ZEwU-00009-00007306-00007762 磁石の実験でした。
h-qtvW7ZEwU-00010-00007763-00008131 ご視聴ありがとうございました。
h3F9XaLZIwy-00001-00000642-00001054 はいおはようございますスラッカルでございます本日は
h3F9XaLZIwy-00002-00001055-00001193 そうですね
h3F9XaLZIwy-00003-00001194-00001289 の亀やり
h3F9XaLZIwy-00004-00001290-00001420 生きております
h3F9XaLZIwy-00005-00001421-00001679 といえばねこっちカメとかで走ってる方もね
h3F9XaLZIwy-00006-00001680-00001864 多いかと思うんですけれども実はですね
h3F9XaLZIwy-00007-00001866-00002183 僕が通ってた高校がですね北区にございます
h3F9XaLZIwy-00008-00002184-00002483 ちょっと久々に訪れて懐かしい
h3F9XaLZIwy-00009-00002484-00002747 気持ちもございますが本日ね撮影
h3F9XaLZIwy-00010-00002748-00002933 これでいただいていくのがラベル
h3F9XaLZIwy-00011-00002934-00003166 でございます今回はですね面倒
h3F9XaLZIwy-00012-00003167-00003340 6年産という
h3F9XaLZIwy-00013-00003342-00003586 9月にオープンした新店でございます
h3F9XaLZIwy-00014-00003588-00003856 すげーうまそうだね手揉みの
h3F9XaLZIwy-00015-00003857-00004090 新たんラーメンから濃厚
h3F9XaLZIwy-00016-00004092-00004283 特定のつけ麺なんかもやってる
h3F9XaLZIwy-00017-00004284-00004499 新店なんですけど人気店となって
h3F9XaLZIwy-00018-00004500-00004817 お店みたいでして本日はねそちらの6前
h3F9XaLZIwy-00019-00004818-00005063 ラーメンを5杯ほどいただいていく
h3F9XaLZIwy-00020-00005064-00005254 かなと思っております
h3F9XaLZIwy-00021-00005255-00005597 こちら奥の後ろお店着きました本日のお店
h3F9XaLZIwy-00022-00005598-00005711 こちら面倒
h3F9XaLZIwy-00023-00005712-00005968 六前さんでございますありがたいことに
h3F9XaLZIwy-00024-00005969-00006263 お店さんのご好意で本日の撮影は英語
h3F9XaLZIwy-00025-00006264-00006472 時間外に行わせていただきますのでおしゃべり
h3F9XaLZIwy-00026-00006473-00006664 しながらラーメン食べていこうと思います
h3F9XaLZIwy-00028-00006972-00007205 ということで、ただいまですね、6前3のテーマ
h3F9XaLZIwy-00029-00007206-00007463 に入っております本日はですね
h3F9XaLZIwy-00030-00007464-00007870 中華ソは塩と、つけそばの醤油で濃厚
h3F9XaLZIwy-00031-00007872-00007991 てめえに
h3F9XaLZIwy-00032-00007992-00008255 ラーメンで最後に混ぜそばって形
h3F9XaLZIwy-00033-00008256-00008501 ご飯いただくんですけれどもご飯物もね
h3F9XaLZIwy-00034-00008502-00008885 注文してしまいましたので
h3F9XaLZIwy-00035-00008886-00009089 サイズではございませんが、ガッツリと
h3F9XaLZIwy-00036-00009090-00009292 大食いしていきたいと思いますということで
h3F9XaLZIwy-00037-00009293-00009533 本日1杯目いただきますが
h3F9XaLZIwy-00038-00009534-00009863 中華そばの塩でございますね。
h3F9XaLZIwy-00039-00009864-00010060 ちょっと追加でですね
h3F9XaLZIwy-00040-00010061-00010228 トッピングさせていただきました
h3F9XaLZIwy-00041-00010229-00010531 こちらのデッカでいただきたいと思います
h3F9XaLZIwy-00042-00010532-00011483 ドマフはこちらのスープでございます
h3F9XaLZIwy-00043-00011484-00011753 それでしたらね、結構優しめではあるんだけど
h3F9XaLZIwy-00044-00011754-00012028 あの業界以外の演舞をす、手で聴いてて
h3F9XaLZIwy-00045-00012029-00012256 優しいんだけどねパンチのある中華そばに
h3F9XaLZIwy-00046-00012257-00012556 してはってますね
h3F9XaLZIwy-00048-00012728-00013091 ロックジェーンさんはですね、この中華そばとか、完全自家製
h3F9XaLZIwy-00049-00013091-00013391 手打ち面となってまして、このピロピロ面で
h3F9XaLZIwy-00050-00013391-00013572 でございますよ
h3F9XaLZIwy-00052-00013691-00013844 めっちゃ美味そうだわ
h3F9XaLZIwy-00054-00015229-00016444 うわしっかりとね、たたついなんでほんのりとね、香りが
h3F9XaLZIwy-00055-00016445-00016721 甘みもしっかりありますし
h3F9XaLZIwy-00056-00016722-00016907 スープ吸ってくれるので
h3F9XaLZIwy-00057-00016908-00016991 この面って
h3F9XaLZIwy-00058-00016992-00017291 スープの一体感が変わんないですね
h3F9XaLZIwy-00059-00017292-00018169 うまい
h3F9XaLZIwy-00060-00018170-00018413 寝すぎちゃってもう亡くなりそうだったんだけど
h3F9XaLZIwy-00061-00018414-00018629 6連鎖にはですね
h3F9XaLZIwy-00062-00018630-00018869 ここに調味料ももちろんございまして、
h3F9XaLZIwy-00063-00018870-00019150 オテセイショウガという鉄錠が
h3F9XaLZIwy-00064-00019151-00019361 中華そばにめちゃくちゃ合うらしいの
h3F9XaLZIwy-00065-00019362-00019763 がっちりとね生かしていただきたい
h3F9XaLZIwy-00066-00019764-00020050 じゃあ今回はですね
h3F9XaLZIwy-00067-00020051-00020451 に来ていただいて
h3F9XaLZIwy-00069-00021378-00021605 絶対みんなやった方がいいですねこの生涯で
h3F9XaLZIwy-00071-00021798-00022007 じゃあ上手いですね結構ねカッチリと
h3F9XaLZIwy-00072-00022008-00022211 してるんだけど、この生姜を入れることに
h3F9XaLZIwy-00073-00022212-00022522 急にマイルド差が増すので、数万以降に
h3F9XaLZIwy-00074-00022523-00022769 入れると本当にいい味変になるんで
h3F9XaLZIwy-00075-00022770-00022991 皆様もお楽しみください
h3F9XaLZIwy-00076-00022992-00023278 今回中華そば並盛で注文したんで
h3F9XaLZIwy-00077-00023279-00023399 全然面が
h3F9XaLZIwy-00078-00023400-00023597 僕にとってはまだまだ食べたいという
h3F9XaLZIwy-00079-00023598-00023758 ということで、
h3F9XaLZIwy-00080-00023759-00024028 注文させていただきましたつけて食べて
h3F9XaLZIwy-00081-00024029-00024383 そのままでね、まず一口目は
h3F9XaLZIwy-00083-00025340-00025720 通常の中華そばの麺は結構たかついがもちもちっと
h3F9XaLZIwy-00084-00025722-00025931 って感じの食感なんだけど
h3F9XaLZIwy-00085-00025932-00026206 分かるとおり、細麺でするパツッとした
h3F9XaLZIwy-00087-00026297-00026645 しっかりある面なんで
h3F9XaLZIwy-00088-00026645-00027551 つけちゃいましょうか
h3F9XaLZIwy-00091-00029395-00029789 ということでこの後もですねまだラーメン
h3F9XaLZIwy-00092-00029789-00030161 4杯あってご飯もね2種類ぐらい注文
h3F9XaLZIwy-00093-00030162-00030340 してるんですけどそんなことも忘れてる
h3F9XaLZIwy-00094-00030341-00030562 1杯目から間の注文してだいぶ
h3F9XaLZIwy-00095-00030563-00030737 動いてしまいました
h3F9XaLZIwy-00097-00030941-00031193 ただいま2杯目のメニューが到着
h3F9XaLZIwy-00098-00031194-00031451 けそばの醤油でメンネ
h3F9XaLZIwy-00099-00031452-00031685 大盛りさせていただきました
h3F9XaLZIwy-00100-00031686-00031870 こちらも乗りますということで
h3F9XaLZIwy-00101-00031872-00032267 じゃあもうね早速いただきます
h3F9XaLZIwy-00102-00032268-00032537 先ほどの手紋面とは違う
h3F9XaLZIwy-00103-00032538-00032812 おそらくアイデアモントに使われている
h3F9XaLZIwy-00104-00032813-00033754 この細麺タイプでございますね。麺だけでいただきます。
h3F9XaLZIwy-00106-00034778-00035057 ちょっとねこの辺りでコミュニティおすすめ
h3F9XaLZIwy-00107-00035058-00035207 こうやってことって
h3F9XaLZIwy-00108-00035208-00035518 この出汁状がございましてお塩と
h3F9XaLZIwy-00109-00035519-00035602 面立ち
h3F9XaLZIwy-00110-00035603-00035845 だけどもめちゃくちゃうまいらしいんで
h3F9XaLZIwy-00111-00035846-00036311 これちょっと面にこんな感じで
h3F9XaLZIwy-00112-00036312-00036503 いただきます
h3F9XaLZIwy-00114-00037118-00037451 これだけでもう一商品ぐらい
h3F9XaLZIwy-00115-00037452-00037679 うまいっす
h3F9XaLZIwy-00117-00038438-00038795 ちょっとねあんまりにも食いすぎるとエンジェルにつける
h3F9XaLZIwy-00118-00038796-00038968 この辺りで
h3F9XaLZIwy-00119-00038969-00039280 つけ続けていきますか
h3F9XaLZIwy-00120-00039281-00039443 これまためちゃ
h3F9XaLZIwy-00121-00039444-00039600 しゃうまそうですわ
h3F9XaLZIwy-00123-00040736-00041062 この面倒に入ってるこの出汁汁のおかげで
h3F9XaLZIwy-00124-00041063-00041393 よりねこう出し感があるというかあっさりさ
h3F9XaLZIwy-00125-00041394-00041687 やっぱりしてるんだけど、こう、 コクと深みがあって、
h3F9XaLZIwy-00127-00041790-00041887 おしまいです
h3F9XaLZIwy-00131-00043646-00043912 僕個人的にですね
h3F9XaLZIwy-00132-00043913-00044189 好きなトッピング味変化はありますか?
h3F9XaLZIwy-00133-00044190-00044302 ありまして面倒
h3F9XaLZIwy-00134-00044303-00044446 この方がらしい
h3F9XaLZIwy-00135-00044447-00044662 スケジュールに入れちゃうとね
h3F9XaLZIwy-00136-00044663-00044945 全体に広がっちゃうんであえてこの面倒
h3F9XaLZIwy-00137-00044946-00045257 にかけさせていただいて これを受け
h3F9XaLZIwy-00138-00045258-00045490 こんな感じで唐辛子
h3F9XaLZIwy-00139-00045491-00045658 つけてる部分は
h3F9XaLZIwy-00140-00045659-00046673 つけずにとうま
h3F9XaLZIwy-00143-00048102-00048423 ちょっとねもう面ほぼないので
h3F9XaLZIwy-00145-00048744-00049110 また脂水ですね 綾瓦市に連なって
h3F9XaLZIwy-00149-00050562-00050723 うわぁこれね
h3F9XaLZIwy-00150-00050724-00050968 うまっ本当に飲み干したいところだけど
h3F9XaLZIwy-00151-00050969-00051179 今日はこのあたりですぐ止めておきたいと思います
h3F9XaLZIwy-00152-00051180-00051569 2杯目もごちそうさまでした
h3F9XaLZIwy-00153-00051570-00051814 ということでですね、本日3枚目いただきます。
h3F9XaLZIwy-00154-00051815-00051994 メニューが到着いたしました
h3F9XaLZIwy-00155-00051995-00052235 本日はですね3番目
h3F9XaLZIwy-00156-00052236-00052451 スケメンってことで今現在はですね
h3F9XaLZIwy-00157-00052452-00052750 まだ限定で1日10食ほどしか提供してない
h3F9XaLZIwy-00158-00052751-00052900 みたいなので、ぜひね
h3F9XaLZIwy-00159-00052901-00053182 てめん食べたい方は早めに来店していただけると
h3F9XaLZIwy-00160-00053183-00053404 間違いないかと思いますがさっそくねこちらも
h3F9XaLZIwy-00161-00053405-00053644 こちらが本日はじめて
h3F9XaLZIwy-00162-00053645-00053830 おめでとう
h3F9XaLZIwy-00163-00053832-00054863 ございますねこれまたうまそうだ
h3F9XaLZIwy-00165-00055604-00055787 なっている
h3F9XaLZIwy-00166-00055788-00055930 であったりとか
h3F9XaLZIwy-00167-00055932-00056188 まだ混ぜずに一旦ね
h3F9XaLZIwy-00168-00056189-00056563 このまま行かせていただきます
h3F9XaLZIwy-00169-00056564-00056991 スケジュールはさ、よく麺に絡みますわ
h3F9XaLZIwy-00171-00057909-00058459 うまっ
h3F9XaLZIwy-00172-00058460-00058823 見た目に反してガツンとした感じは控えめで
h3F9XaLZIwy-00173-00058824-00059092 すごくねマイルドで優しいって面なんですよ
h3F9XaLZIwy-00179-00062945-00063226 ここには和風だしのスープ割りが置いてある。
h3F9XaLZIwy-00180-00063227-00063400 けど車まで出て行けちゃいます
h3F9XaLZIwy-00182-00063727-00064573 ちょっとこれ、気持ちいいなぁ。
h3F9XaLZIwy-00183-00064574-00064859 そういうことでですね3万円の付け目に関しては
h3F9XaLZIwy-00184-00064860-00065044 ちょっと動画でどうなっていくか
h3F9XaLZIwy-00185-00065045-00065273 ありません感動をいっぱいしちゃって
h3F9XaLZIwy-00186-00065274-00065543 話しすぎたのでバッサリカットしてる
h3F9XaLZIwy-00187-00065544-00065729 知りませんが、色々しゃべってる部分はね。
h3F9XaLZIwy-00188-00065730-00065929 本当においしいつゆ麺でございました。
h3F9XaLZIwy-00189-00065930-00066244 ということで本日4杯目到着いたしました
h3F9XaLZIwy-00190-00066245-00066538 さらに特製を注文させていただき
h3F9XaLZIwy-00191-00066539-00066773 ましてご飯ものとしてこれ味噌茶
h3F9XaLZIwy-00192-00066774-00066947 秋丼も注文しております
h3F9XaLZIwy-00193-00066948-00067247 ちなみにね、ちょっと辛味噌系はご飯食べて
h3F9XaLZIwy-00194-00067248-00067529 ということでごはんとね
h3F9XaLZIwy-00195-00067530-00067949 に入れられます わかるはそうだ
h3F9XaLZIwy-00196-00067950-00068234 うっそ
h3F9XaLZIwy-00200-00069380-00069749 赤味噌系のコップと白味噌のね
h3F9XaLZIwy-00201-00069750-00069991 もったいとした甘さもしっかりと残ってて
h3F9XaLZIwy-00202-00069992-00070199 このミスをめちゃくちゃ
h3F9XaLZIwy-00204-00071677-00072071 すするとなお白味噌の甘いと優しい香りと
h3F9XaLZIwy-00205-00072072-00072263 ちょっと香ばしい香りが。
h3F9XaLZIwy-00212-00076022-00076367 そしたらちょっとこの辺りでですねお店を進めます
h3F9XaLZIwy-00213-00076368-00076709 3つ目、サラミさんには、この宅上のリンゴ酢があうって、
h3F9XaLZIwy-00214-00076710-00076871 もう半分ぐらいになってるから
h3F9XaLZIwy-00216-00077057-00077706 一周回しかけてんー
h3F9XaLZIwy-00217-00077707-00077993 ありしておいしいってことで先ほどお話ししたよ
h3F9XaLZIwy-00218-00077994-00078088 ご視聴ありがとうございました
h3F9XaLZIwy-00219-00078089-00078341 とこのラーメン自体の白身と甘い
h3F9XaLZIwy-00220-00078342-00078599 もったいとしたのとかもあるので、お勧め回しがわけると
h3F9XaLZIwy-00221-00078600-00078844 まったりむったりした感じもさっぱりとして
h3F9XaLZIwy-00222-00078845-00079049 アップファーシがいいんで
h3F9XaLZIwy-00223-00079050-00079325 試しと速報もねなんかいい感じがある
h3F9XaLZIwy-00224-00079326-00081357 うまっ
h3F9XaLZIwy-00227-00083544-00083849 最後、ミオハイム屋根、明日まで。
h3F9XaLZIwy-00230-00084422-00084844 あなたこの味噌に有玉が合うわ
h3F9XaLZIwy-00231-00084845-00085205 よはいめも
h3F9XaLZIwy-00232-00085206-00085559 ということで本日ですね最後5杯目となります
h3F9XaLZIwy-00233-00085560-00085932 癖のまねそばでございます
h3F9XaLZIwy-00234-00085933-00086394 シンプル系のまたそばたまんないですね
h3F9XaLZIwy-00235-00086395-00086788 ここはなんでまずはねこれ具材シェア油とかも入ってます
h3F9XaLZIwy-00236-00086789-00087041 しっかりと混ぜさせていただきたいと思います
h3F9XaLZIwy-00237-00087042-00087611 いただいて皆さんどうでしょうかこの見た目
h3F9XaLZIwy-00238-00087612-00087875 やばいっすね
h3F9XaLZIwy-00239-00087876-00088145 ツヤ感がたまんないです
h3F9XaLZIwy-00242-00089456-00089705 見た目通りで結構パブラックな
h3F9XaLZIwy-00243-00089706-00089932 言葉っぽい感じもあるんだけど
h3F9XaLZIwy-00244-00089933-00090082 この香り
h3F9XaLZIwy-00245-00090083-00090281 何よりもやっぱ醤油とかがね
h3F9XaLZIwy-00246-00090282-00090443 こだわりがあると思うので
h3F9XaLZIwy-00247-00090444-00090737 完全な油そばじゃなくてあくまで混ぜそばになる
h3F9XaLZIwy-00252-00093539-00093838 あたりで別件でいただいてます
h3F9XaLZIwy-00253-00093839-00094006 ありますので
h3F9XaLZIwy-00254-00094007-00094211 ニンニクも
h3F9XaLZIwy-00255-00094212-00094432 これ貼れなくても分かりますね
h3F9XaLZIwy-00256-00094433-00094925 これ絶対うまいっすね
h3F9XaLZIwy-00257-00094926-00095081 100%うまいに言い忘れますけど
h3F9XaLZIwy-00258-00095082-00095993 ニンニク合います
h3F9XaLZIwy-00259-00095994-00096118 これ12時
h3F9XaLZIwy-00260-00096119-00096821 暑くなりますね
h3F9XaLZIwy-00262-00097688-00098021 ただいまこんな感じで面はほぼほぼ
h3F9XaLZIwy-00263-00098022-00098267 これで終わりましたなのでこのあたりでですね
h3F9XaLZIwy-00265-00098345-00098735 ライトドボンといきまして
h3F9XaLZIwy-00266-00098736-00099082 死ぬように頭も取ってありますので
h3F9XaLZIwy-00267-00099083-00099167 ちょっと混ぜて
h3F9XaLZIwy-00268-00099168-00099479 ということでこちら最後締め
h3F9XaLZIwy-00269-00099480-00099755 こんな感じです。いかがでしょう。
h3F9XaLZIwy-00270-00099756-00099953 ダメだ、あの、ポップフェルバーイじゃない
h3F9XaLZIwy-00273-00100944-00101267 皆さんまでそば頼んだ際には締めやってみ
h3F9XaLZIwy-00274-00101268-00102192 マジュマ
h3F9XaLZIwy-00276-00103100-00103480 はい、ということで、最後の5杯目です
h3F9XaLZIwy-00277-00103481-00103780 まずそばで締めのライスまで
h3F9XaLZIwy-00278-00103781-00104056 しっかりと監視させていただきました
h3F9XaLZIwy-00281-00104402-00104651 ということで本日はですね面倒
h3F9XaLZIwy-00282-00104652-00105028 6.3で目抜きいただいてまいりました正直です
h3F9XaLZIwy-00283-00105029-00105299 もう終わりかと悲しく
h3F9XaLZIwy-00284-00105300-00105539 なっちゃうぐらいですね 全部おいしかった
h3F9XaLZIwy-00285-00105540-00105754 6電車の1台であれば
h3F9XaLZIwy-00286-00105755-00106049 通える距離に、昔は地元として住んでたの。
h3F9XaLZIwy-00287-00106050-00106223 今はもう川継の方に引っ越してしまって
h3F9XaLZIwy-00288-00106224-00106433 引っ越したことを悔やむ
h3F9XaLZIwy-00289-00106433-00106590 ぐらいですね
h3F9XaLZIwy-00290-00106591-00106925 たいなって思うぐらいでほんでおいしいラーメン
h3F9XaLZIwy-00291-00106926-00107165 の数々でございました
h3F9XaLZIwy-00292-00107166-00107278 産では新た
h3F9XaLZIwy-00293-00107279-00107375 から真のおこう
h3F9XaLZIwy-00294-00107376-00107536 限定だったりはするんだけれどね。
h3F9XaLZIwy-00295-00107538-00107884 いろいろと種類ございまして全部間違いなく美味しい
h3F9XaLZIwy-00296-00107885-00108052 大好きなので美味しいラーメンやつけ麺
h3F9XaLZIwy-00297-00108053-00108347 まぜそば、皆様も食べてみてください
h3F9XaLZIwy-00298-00108348-00108449 本日もありがとうございました
h3F9XaLZIwy-00300-00108605-00108851 またですね最近ではサブチャン
h3F9XaLZIwy-00301-00108852-00108983 でもカットを行っておりまして
h3F9XaLZIwy-00302-00108983-00109169 こちらはですね概要欄の方からチェック
h3F9XaLZIwy-00303-00109170-00109384 みてくださいそれでは次の動画でお会いし
h3F9XaLZIwy-00304-00109385-00109769 はいということで本日も
h3F9XaLZIwy-00305-00109770-00110051 動画ご視聴ありがとうございました本日の
h3F9XaLZIwy-00306-00110052-00110357 米編コーナーなんですが前回挙げさせていただいた
h3F9XaLZIwy-00307-00110358-00110573 ご視聴ありがとうございました
h3F9XaLZIwy-00308-00110574-00110866 レベゼン地球の恋さんとよさこいバンキシ
h3F9XaLZIwy-00309-00110867-00111028 和京さんたちと一緒にですね
h3F9XaLZIwy-00310-00111029-00111299 コラボ動画撮影させていただいたんですが
h3F9XaLZIwy-00311-00111300-00111551 けれども こちらのコメントについて
h3F9XaLZIwy-00312-00111552-00111784 やっぱりちょっと多くいただいた2つの
h3F9XaLZIwy-00313-00111785-00112073 コメントがあったのでそちらのねご先頭を
h3F9XaLZIwy-00314-00112074-00112360 していただきたいと思います まずはじめ
h3F9XaLZIwy-00315-00112361-00112786 これは間違いの訂正といたしまして
h3F9XaLZIwy-00316-00112788-00113027 オープニングの方で
h3F9XaLZIwy-00317-00113028-00113231 ちょうど言ってしまったんですけれども
h3F9XaLZIwy-00318-00113232-00113584 もちろんですねあちらの駅の読み方は
h3F9XaLZIwy-00319-00113585-00113766 マッチということで
h3F9XaLZIwy-00320-00113767-00114149 まあ当たり前ですよね 僕自身もですね足立区という
h3F9XaLZIwy-00321-00114150-00114449 一応23区にもともと住んでおります
h3F9XaLZIwy-00322-00114450-00114916 一応ね20数年都内で生きてきたのにも
h3F9XaLZIwy-00323-00114917-00115247 とはあらず、シナノマッチの読み方を間違えるという
h3F9XaLZIwy-00324-00115248-00115408 かなり
h3F9XaLZIwy-00325-00115409-00115607 おしてしまいましたうちの妻にもです
h3F9XaLZIwy-00326-00115608-00115889 それだけ都内の方で生きてきたのに
h3F9XaLZIwy-00327-00115890-00116177 間違えたのとちょっとね
h3F9XaLZIwy-00328-00116178-00116458 ましたはいすみません
h3F9XaLZIwy-00329-00116459-00116681 いただきます 信濃町ではなく信濃
h3F9XaLZIwy-00330-00116682-00117077 待ちでございます そしたら本日ですね
h3F9XaLZIwy-00331-00117078-00117304 3つ目のコメントということで、ちょっとね、
h3F9XaLZIwy-00332-00117305-00117551 こちらの方も多数コメントをいただいたので
h3F9XaLZIwy-00333-00117552-00117923 表示はしませんが小江さんや和京さんと
h3F9XaLZIwy-00334-00117924-00118025 ラボが意外
h3F9XaLZIwy-00335-00118026-00118373 すぎるということで正直僕も意外
h3F9XaLZIwy-00336-00118374-00118589 次ました前回ね撮ったそちらの
h3F9XaLZIwy-00337-00118590-00118931 有楽町鍵田さんというおしやさんの
h3F9XaLZIwy-00338-00118932-00119201 アテンドというか場所の準備が
h3F9XaLZIwy-00339-00119202-00119501 提供してくれたのが別の方でして
h3F9XaLZIwy-00340-00119502-00119843 方がなんかこう皆さんをね
h3F9XaLZIwy-00341-00119844-00120089 用意してくださったというか
h3F9XaLZIwy-00342-00120090-00120269 いただいたというか
h3F9XaLZIwy-00343-00120270-00120508 本当、ほいさんや脇尾さんも
h3F9XaLZIwy-00344-00120509-00120952 実はありまして 恋さんとも飲み会
h3F9XaLZIwy-00345-00120953-00121271 ご飯行ったこともありますし
h3F9XaLZIwy-00346-00121272-00121558 それに関してはね、以前僕が所属してた
h3F9XaLZIwy-00347-00121559-00121954 事務所に同じ時期に所属していたのです。
h3F9XaLZIwy-00348-00121955-00122171 そういったところで面識はあったんですけど
h3F9XaLZIwy-00349-00122172-00122381 けどまさかねちょっと撮影
h3F9XaLZIwy-00350-00122382-00122645 一緒になるとは思いませんでした
h3F9XaLZIwy-00351-00122646-00122945 お二人ともすごくいい方で面白い方なのか
h3F9XaLZIwy-00352-00122946-00123184 ちょっと皆さんには申し訳ないんだけど
h3F9XaLZIwy-00353-00123185-00123431 普段の動画とは違って
h3F9XaLZIwy-00354-00123432-00123743 うちはのりというか地元のりみたいな
h3F9XaLZIwy-00355-00123744-00124001 感じでわちゃわちゃと楽しくご飯を
h3F9XaLZIwy-00356-00124002-00124265 させていただいたので僕自身もね
h3F9XaLZIwy-00357-00124266-00124481 いつもの動画と違って楽しい
h3F9XaLZIwy-00358-00124482-00124769 雰囲気で撮れたかなと思いますとはいって
h3F9XaLZIwy-00359-00124770-00124984 でもですね普段のもちろんあの見て
h3F9XaLZIwy-00360-00124985-00125201 動画のテイストとは違うので
h3F9XaLZIwy-00361-00125202-00125333 正直めちゃくちゃ
h3F9XaLZIwy-00362-00125333-00125590 数字の伸びが悪いそれはでも
h3F9XaLZIwy-00363-00125591-00125836 しょうがないんだけれどもいつもとね
h3F9XaLZIwy-00364-00125838-00125993 ちょっと違ったような楽しみ
